Customer ID,Tenure Months,Location,Device Class,Games Product,Music Product,Education Product,Call Center,Video Product,Use MyApp,Payment Method,Monthly Purchase (Thou. IDR),Churn Label,Longitude,Latitude,CLTV (Predicted Thou. IDR)
3037,42,Bandung,Mid End,Yes,No,No,Yes,Yes,Yes,Credit,104.58500000000001,No,107.60981,-6.914744,5716.1
3038,68,Bandung,High End,Yes,No,Yes,Yes,Yes,Yes,Debit,141.76500000000001,No,107.60981,-6.914744,8308.300000000001
3039,48,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,34.190000000000005,No,107.60981,-6.914744,2744.3
3040,50,Bandung,High End,No,Yes,No,Yes,Yes,Yes,Pulsa,138.84,No,107.60981,-6.914744,7469.8
3041,7,Bandung,Mid End,No,Yes,Yes,No,Yes,No,Pulsa,84.435,No,107.60981,-6.914744,5999.5
3042,63,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Pulsa,25.155,No,107.60981,-6.914744,5935.8
3043,17,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,27.430000000000003,No,107.60981,-6.914744,3694.6
3044,4,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,24.505000000000003,No,107.60981,-6.914744,6862.7
3045,62,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,33.800000000000004,No,107.60981,-6.914744,5895.5
3046,2,Bandung,High End,No,No,No,No,No,No,Pulsa,91.455,No,107.60981,-6.914744,6392.1
3047,48,Bandung,High End,Yes,Yes,Yes,No,Yes,No,Debit,125.97000000000001,No,107.60981,-6.914744,3396.9
3048,27,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,25.415000000000003,No,107.60981,-6.914744,5759.0
3049,70,Bandung,Mid End,No,Yes,Yes,Yes,Yes,Yes,Debit,104.52000000000001,No,107.60981,-6.914744,8277.1
3050,46,Bandung,High End,No,Yes,Yes,No,Yes,No,Pulsa,123.04500000000002,No,107.60981,-6.914744,5356.0
3051,69,Bandung,High End,No,Yes,Yes,No,Yes,No,Credit,124.47500000000001,No,107.60981,-6.914744,7229.3
3052,65,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,25.415000000000003,No,107.60981,-6.914744,5601.7
3053,72,Bandung,High End,Yes,No,Yes,Yes,Yes,Yes,Credit,135.32999999999998,No,107.60981,-6.914744,6619.6
3054,17,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.130000000000003,No,107.60981,-6.914744,2840.5
3055,51,Bandung,High End,Yes,No,Yes,Yes,Yes,Yes,Pulsa,145.01500000000001,No,107.60981,-6.914744,5268.900000000001
3056,51,Bandung,Mid End,Yes,Yes,No,Yes,No,No,Credit,78.65,No,107.60981,-6.914744,6492.2
3057,72,Bandung,Mid End,Yes,Yes,Yes,Yes,Yes,Yes,Debit,118.23500000000001,No,107.60981,-6.914744,7918.3
3058,34,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25.61,No,107.60981,-6.914744,5376.8
3059,67,Bandung,Mid End,Yes,Yes,No,Yes,No,Yes,Debit,66.235,No,107.60981,-6.914744,8313.5
3060,49,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,26.065,No,107.60981,-6.914744,7252.7
3061,53,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25.22,No,107.60981,-6.914744,5846.1
3062,27,Bandung,Mid End,No,No,Yes,Yes,No,No,Pulsa,77.28500000000001,No,107.60981,-6.914744,6263.400000000001
3063,69,Bandung,Mid End,Yes,Yes,Yes,Yes,No,Yes,Credit,105.95,No,107.60981,-6.914744,6871.8
3064,2,Bandung,Mid End,No,No,No,Yes,No,No,Debit,37.765,No,107.60981,-6.914744,6497.400000000001
3065,46,Bandung,Mid End,Yes,Yes,No,Yes,No,Yes,Digital Wallet,91.78,No,107.60981,-6.914744,7062.900000000001
3066,54,Bandung,High End,No,Yes,No,No,Yes,Yes,Debit,126.36000000000001,No,107.60981,-6.914744,6462.3
3067,20,Bandung,Mid End,Yes,No,No,Yes,No,No,Debit,76.96000000000001,No,107.60981,-6.914744,7701.2
3068,11,Bandung,High End,No,Yes,No,No,No,No,Digital Wallet,98.67000000000002,No,107.60981,-6.914744,5561.400000000001
3069,30,Bandung,High End,No,Yes,No,No,Yes,No,Pulsa,117.065,No,107.60981,-6.914744,4929.6
3070,68,Bandung,Mid End,Yes,Yes,Yes,No,No,Yes,Debit,92.23500000000001,No,107.60981,-6.914744,6546.8
3071,38,Bandung,High End,No,Yes,Yes,No,Yes,Yes,Pulsa,133.38,No,107.60981,-6.914744,7109.7
3072,1,Bandung,Mid End,No,No,No,No,No,No,Pulsa,56.94,No,107.60981,-6.914744,6022.900000000001
3073,63,Bandung,Mid End,Yes,Yes,Yes,No,Yes,Yes,Pulsa,76.7,No,107.60981,-6.914744,7330.7
3074,3,Bandung,Mid End,No,No,Yes,No,Yes,Yes,Pulsa,90.935,No,107.60981,-6.914744,3580.2000000000003
3075,48,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,31.655000000000005,No,107.60981,-6.914744,5460.0
3076,66,Bandung,Mid End,No,No,No,Yes,No,No,Credit,38.285000000000004,No,107.60981,-6.914744,6645.6
3077,68,Bandung,High End,No,Yes,Yes,No,No,No,Credit,109.72000000000001,No,107.60981,-6.914744,6558.5
3078,7,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.845,No,107.60981,-6.914744,4647.5
3079,72,Bandung,Mid End,Yes,Yes,Yes,Yes,Yes,Yes,Debit,113.22999999999999,No,107.60981,-6.914744,7790.900000000001
3080,29,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25.805000000000003,No,107.60981,-6.914744,3525.6
3081,37,Bandung,High End,No,No,Yes,Yes,No,Yes,Pulsa,117.455,No,107.60981,-6.914744,4351.1
3082,59,Bandung,Mid End,Yes,Yes,No,Yes,No,No,Digital Wallet,85.15,No,107.60981,-6.914744,7320.3
3083,60,Bandung,High End,Yes,No,No,No,No,No,Pulsa,105.23500000000001,No,107.60981,-6.914744,8078.200000000001
3084,27,Bandung,Mid End,No,Yes,No,Yes,No,No,Digital Wallet,72.995,No,107.60981,-6.914744,3972.8
3085,17,Jakarta,Mid End,Yes,No,Yes,No,No,No,Digital Wallet,44.72,No,106.816666,-6.2,5469.1
3086,58,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.975,No,106.816666,-6.2,6405.1
3087,1,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,24.44,No,106.816666,-6.2,6708.0
3088,53,Jakarta,High End,Yes,Yes,Yes,No,No,No,Pulsa,118.04,No,106.816666,-6.2,6823.7
3089,35,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Pulsa,33.28,No,106.816666,-6.2,3874.0
3090,68,Jakarta,Mid End,No,Yes,No,Yes,No,Yes,Credit,92.04,No,106.816666,-6.2,7202.0
3091,47,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Pulsa,33.019999999999996,No,106.816666,-6.2,4106.7
3092,65,Jakarta,High End,No,Yes,Yes,No,Yes,Yes,Debit,141.44,No,106.816666,-6.2,6792.5
3093,9,Jakarta,High End,No,No,No,No,No,No,Pulsa,99.905,No,106.816666,-6.2,6284.2
3094,8,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.325,No,106.816666,-6.2,3448.9
3095,14,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,32.24,No,106.816666,-6.2,5885.1
3096,45,Jakarta,High End,Yes,Yes,Yes,Yes,Yes,Yes,Pulsa,150.345,No,106.816666,-6.2,5166.2
3097,8,Jakarta,High End,No,No,No,No,No,No,Credit,96.97999999999999,No,106.816666,-6.2,2784.6
3098,66,Jakarta,High End,Yes,Yes,Yes,No,Yes,Yes,Debit,134.095,No,106.816666,-6.2,6061.900000000001
3099,72,Jakarta,Mid End,Yes,Yes,Yes,Yes,No,No,Credit,93.72999999999999,No,106.816666,-6.2,6055.400000000001
3100,23,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,32.63,No,106.816666,-6.2,2947.1
3101,4,Jakarta,High End,Yes,No,No,No,No,No,Pulsa,104.19500000000001,No,106.816666,-6.2,3693.3
3102,6,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,33.019999999999996,No,106.816666,-6.2,3746.6
3103,67,Jakarta,High End,Yes,Yes,Yes,Yes,No,Yes,Credit,137.02,No,106.816666,-6.2,7413.900000000001
3104,7,Jakarta,Mid End,No,No,No,No,No,No,Digital Wallet,59.475,No,106.816666,-6.2,4912.7
3105,56,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,31.785,No,106.816666,-6.2,7309.900000000001
3106,72,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,32.5,No,106.816666,-6.2,7963.8
3107,72,Jakarta,Mid End,Yes,Yes,Yes,No,Yes,Yes,Pulsa,110.825,No,106.816666,-6.2,8157.5
3108,23,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,25.480000000000004,No,106.816666,-6.2,6002.1
3109,35,Jakarta,Mid End,No,No,No,No,No,No,Digital Wallet,65.19500000000001,No,106.816666,-6.2,7642.7
3110,27,Jakarta,High End,No,No,No,No,No,No,Pulsa,91.715,No,106.816666,-6.2,3294.2000000000003
3111,12,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,34.32,No,106.816666,-6.2,4260.1
3112,40,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.195,No,106.816666,-6.2,5089.5
3113,7,Jakarta,Mid End,Yes,Yes,Yes,No,Yes,Yes,Digital Wallet,76.50500000000001,No,106.816666,-6.2,4331.6
3114,70,Jakarta,High End,Yes,Yes,No,No,Yes,No,Credit,126.815,No,106.816666,-6.2,5916.3
3115,60,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,25.544999999999998,No,106.816666,-6.2,8209.5
3116,39,Jakarta,Mid End,No,No,No,No,No,No,Credit,32.825,No,106.816666,-6.2,5536.7
3117,72,Jakarta,High End,Yes,Yes,Yes,Yes,Yes,Yes,Credit,148.785,No,106.816666,-6.2,8156.200000000001
3118,54,Jakarta,Mid End,No,Yes,No,Yes,Yes,No,Pulsa,91.91000000000001,No,106.816666,-6.2,6858.8
3119,63,Jakarta,Mid End,Yes,Yes,Yes,Yes,Yes,No,Credit,98.215,No,106.816666,-6.2,6013.8
3120,71,Jakarta,High End,No,Yes,No,Yes,No,No,Pulsa,110.24,No,106.816666,-6.2,7737.6
3121,42,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.845,No,106.816666,-6.2,7742.8
3122,47,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,26.585,No,106.816666,-6.2,5644.6
3123,11,Jakarta,Mid End,No,Yes,No,Yes,No,No,Pulsa,46.345,No,106.816666,-6.2,6481.8
3124,55,Jakarta,High End,No,Yes,Yes,Yes,No,No,Pulsa,117.58500000000001,No,106.816666,-6.2,6682.0
3125,69,Jakarta,High End,No,Yes,Yes,Yes,Yes,No,Credit,126.94500000000001,No,106.816666,-6.2,7421.7
3126,3,Jakarta,High End,No,No,Yes,No,No,No,Pulsa,96.005,No,106.816666,-6.2,3728.4
3127,30,Jakarta,Mid End,No,No,Yes,Yes,Yes,No,Credit,89.83,No,106.816666,-6.2,4439.5
3128,5,Jakarta,High End,No,No,Yes,Yes,No,No,Pulsa,107.575,No,106.816666,-6.2,6849.7
3129,71,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,31.72,No,106.816666,-6.2,5735.6
3130,29,Jakarta,Mid End,No,Yes,No,No,No,No,Pulsa,71.825,No,106.816666,-6.2,7125.3
3131,52,Jakarta,Mid End,No,Yes,No,Yes,No,No,Debit,79.75500000000001,No,106.816666,-6.2,6147.7
3132,68,Jakarta,Mid End,Yes,Yes,Yes,No,No,Yes,Credit,99.775,No,106.816666,-6.2,7013.5
3133,46,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25.22,No,106.816666,-6.2,3016.0
3134,8,Jakarta,Mid End,No,No,No,No,No,Yes,Credit,71.175,No,106.816666,-6.2,6912.1
3135,72,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,25.61,No,106.816666,-6.2,8366.800000000001
3136,17,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,25.869999999999997,No,106.816666,-6.2,2720.9
3137,3,Jakarta,High End,No,Yes,Yes,Yes,Yes,Yes,Pulsa,140.335,No,106.816666,-6.2,7348.900000000001
3138,2,Jakarta,High End,No,Yes,No,No,Yes,No,Debit,108.94,No,106.816666,-6.2,3750.5
3139,51,Jakarta,Mid End,No,Yes,Yes,No,Yes,Yes,Credit,73.32000000000001,No,106.816666,-6.2,5694.0
3140,6,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.130000000000003,No,106.816666,-6.2,7636.2
3141,3,Jakarta,High End,No,No,No,No,Yes,Yes,Pulsa,123.37,No,106.816666,-6.2,3029.0
3142,17,Jakarta,High End,No,No,No,No,Yes,Yes,Pulsa,122.46000000000001,No,106.816666,-6.2,5752.5
3143,30,Jakarta,Mid End,No,No,No,No,No,No,Pulsa,64.87,No,106.816666,-6.2,4825.6
3144,31,Jakarta,Mid End,No,Yes,No,Yes,Yes,No,Pulsa,92.365,No,106.816666,-6.2,5775.900000000001
3145,45,Jakarta,Mid End,Yes,No,Yes,Yes,Yes,Yes,Debit,106.14500000000001,No,106.816666,-6.2,7718.1
3146,64,Jakarta,High End,Yes,Yes,Yes,No,No,No,Debit,116.28500000000001,No,106.816666,-6.2,7174.7
3147,61,Jakarta,High End,No,Yes,No,No,Yes,Yes,Pulsa,128.70000000000002,No,106.816666,-6.2,6730.1
3148,1,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,24.765,No,106.816666,-6.2,6862.7
3149,72,Jakarta,High End,Yes,Yes,Yes,Yes,Yes,Yes,Debit,148.785,No,106.816666,-6.2,6110.0
3150,7,Jakarta,Mid End,No,No,No,No,No,No,Digital Wallet,57.525,No,106.816666,-6.2,6518.2
3151,66,Jakarta,High End,No,Yes,Yes,Yes,No,No,Debit,117.715,No,106.816666,-6.2,6445.400000000001
3152,40,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,26.52,No,106.816666,-6.2,7693.400000000001
3153,16,Jakarta,Mid End,No,Yes,Yes,No,No,Yes,Debit,92.82000000000001,No,106.816666,-6.2,4368.0
3154,67,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,32.305,No,106.816666,-6.2,6282.900000000001
3155,41,Jakarta,High End,Yes,Yes,Yes,No,Yes,Yes,Debit,135.785,No,106.816666,-6.2,3534.7000000000003
3156,56,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,25.740000000000002,No,106.816666,-6.2,6085.3
3157,72,Jakarta,High End,Yes,Yes,Yes,Yes,Yes,Yes,Debit,151.38500000000002,No,106.816666,-6.2,7237.1
3158,54,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,26.065,No,106.816666,-6.2,5475.6
3159,52,Jakarta,High End,No,Yes,Yes,Yes,Yes,Yes,Pulsa,143.975,No,106.816666,-6.2,6490.900000000001
3160,50,Jakarta,High End,No,No,Yes,Yes,No,Yes,Debit,116.61000000000001,No,106.816666,-6.2,6897.8
3161,27,Jakarta,Mid End,Yes,No,No,No,No,No,Credit,63.31000000000001,No,106.816666,-6.2,4628.0
3162,72,Jakarta,High End,Yes,Yes,Yes,Yes,No,No,Debit,125.58,No,106.816666,-6.2,6698.900000000001
3163,62,Jakarta,Mid End,Yes,Yes,No,No,Yes,Yes,Credit,96.59,No,106.816666,-6.2,7766.2
3164,12,Jakarta,Mid End,No,Yes,No,Yes,No,No,Pulsa,70.59,No,106.816666,-6.2,5010.2
3165,44,Jakarta,Mid End,No,No,Yes,Yes,Yes,Yes,Debit,97.30499999999999,No,106.816666,-6.2,4228.900000000001
3166,54,Jakarta,High End,No,Yes,No,Yes,No,No,Debit,103.935,No,106.816666,-6.2,5703.1
3167,68,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,26.065,No,106.816666,-6.2,7462.0
3168,20,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25.22,No,106.816666,-6.2,6445.400000000001
3169,50,Jakarta,Mid End,No,No,Yes,No,No,No,Debit,71.37,No,106.816666,-6.2,5618.6
3170,58,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,31.785,No,106.816666,-6.2,8437.0
3171,35,Jakarta,High End,No,Yes,No,No,Yes,No,Debit,116.54500000000002,No,106.816666,-6.2,3408.6
3172,2,Jakarta,Mid End,No,No,No,No,No,No,Pulsa,59.02,No,106.816666,-6.2,6453.2
3173,63,Jakarta,Mid End,Yes,No,Yes,Yes,No,Yes,Digital Wallet,98.41000000000001,No,106.816666,-6.2,6646.900000000001
3174,58,Jakarta,High End,Yes,Yes,Yes,No,Yes,Yes,Credit,143.845,No,106.816666,-6.2,6189.3
3175,27,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.715000000000003,No,106.816666,-6.2,2949.7000000000003
3176,71,Jakarta,High End,Yes,Yes,Yes,Yes,Yes,Yes,Credit,149.69500000000002,No,106.816666,-6.2,5387.2
3177,63,Jakarta,Mid End,No,No,Yes,No,No,Yes,Credit,76.115,No,106.816666,-6.2,8205.6
3178,71,Jakarta,High End,No,Yes,Yes,No,No,Yes,Debit,121.22500000000001,No,106.816666,-6.2,7845.5
3179,68,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,25.155,No,106.816666,-6.2,8193.9
3180,1,Jakarta,Mid End,Yes,No,No,No,No,No,Digital Wallet,63.375,No,106.816666,-6.2,6588.400000000001
3181,65,Jakarta,High End,Yes,No,Yes,Yes,Yes,Yes,Pulsa,141.76500000000001,No,106.816666,-6.2,7399.6
3182,72,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,32.5,No,106.816666,-6.2,5271.5
3183,28,Jakarta,Mid End,No,No,No,Yes,No,No,Credit,71.37,No,106.816666,-6.2,3750.5
3184,72,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,32.175000000000004,No,106.816666,-6.2,5440.5
3185,2,Jakarta,High End,Yes,Yes,No,No,Yes,No,Pulsa,118.495,No,106.816666,-6.2,3491.8
3186,60,Jakarta,High End,No,Yes,Yes,No,Yes,Yes,Pulsa,135.655,No,106.816666,-6.2,5252.0
3187,26,Jakarta,Mid End,No,No,No,Yes,No,Yes,Pulsa,85.865,No,106.816666,-6.2,4192.5
3188,68,Jakarta,Mid End,Yes,Yes,Yes,Yes,Yes,Yes,Credit,119.86000000000001,No,106.816666,-6.2,5786.3
3189,42,Jakarta,High End,Yes,No,Yes,No,Yes,Yes,Debit,136.76000000000002,No,106.816666,-6.2,7244.900000000001
3190,57,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,25.480000000000004,No,106.816666,-6.2,7883.2
3191,54,Jakarta,Mid End,No,Yes,No,No,No,No,Pulsa,39.519999999999996,No,106.816666,-6.2,6211.400000000001
3192,44,Jakarta,Mid End,Yes,Yes,Yes,No,No,No,Digital Wallet,79.95,No,106.816666,-6.2,2676.7000000000003
3193,42,Jakarta,Mid End,Yes,Yes,No,No,Yes,No,Debit,90.22000000000001,No,106.816666,-6.2,6111.3
3194,72,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,32.175000000000004,No,106.816666,-6.2,8101.6
3195,71,Jakarta,Mid End,Yes,Yes,Yes,Yes,Yes,Yes,Digital Wallet,118.365,No,106.816666,-6.2,6037.2
3196,23,Jakarta,Mid End,No,No,No,Yes,Yes,Yes,Credit,95.745,No,106.816666,-6.2,3367.0
3197,30,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,25.22,No,106.816666,-6.2,5181.8
3198,35,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,34.06,No,106.816666,-6.2,5744.7
3199,1,Jakarta,Mid End,No,No,No,No,No,No,Debit,57.005,No,106.816666,-6.2,7686.900000000001
3200,22,Jakarta,High End,No,No,No,No,No,No,Digital Wallet,90.61000000000001,No,106.816666,-6.2,6289.400000000001
3201,7,Jakarta,Mid End,Yes,Yes,Yes,No,No,No,Digital Wallet,50.114999999999995,No,106.816666,-6.2,4348.5
3202,36,Jakarta,Mid End,Yes,Yes,Yes,Yes,No,Yes,Digital Wallet,69.03,No,106.816666,-6.2,3576.3
3203,34,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.845,No,106.816666,-6.2,6628.7
3204,72,Jakarta,Mid End,Yes,Yes,Yes,No,No,No,Credit,83.78500000000001,No,106.816666,-6.2,8229.0
3205,36,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,32.63,No,106.816666,-6.2,3952.0
3206,71,Jakarta,High End,Yes,Yes,Yes,Yes,No,No,Credit,123.69500000000001,No,106.816666,-6.2,7341.1
3207,23,Jakarta,High End,No,No,Yes,No,No,No,Digital Wallet,103.155,No,106.816666,-6.2,4625.400000000001
3208,17,Jakarta,High End,No,No,Yes,No,Yes,Yes,Debit,125.64500000000001,No,106.816666,-6.2,6796.400000000001
3209,1,Bandung,Mid End,No,No,Yes,Yes,Yes,Yes,Pulsa,98.15,No,107.60981,-6.914744,3840.2000000000003
3210,12,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25.61,No,107.60981,-6.914744,6635.2
3211,72,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,26.650000000000002,No,107.60981,-6.914744,8192.6
3212,1,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,24.96,No,107.60981,-6.914744,6017.7
3213,72,Bandung,High End,No,Yes,No,No,Yes,Yes,Debit,127.855,No,107.60981,-6.914744,7956.0
3214,60,Bandung,High End,No,No,No,No,No,No,Debit,96.655,No,107.60981,-6.914744,6630.0
3215,61,Bandung,Mid End,No,Yes,Yes,Yes,Yes,No,Credit,66.75500000000001,No,107.60981,-6.914744,5406.7
3216,6,Bandung,Mid End,No,No,No,No,No,No,Digital Wallet,59.345,No,107.60981,-6.914744,5495.1
3217,72,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,26.39,No,107.60981,-6.914744,6844.5
3218,32,Bandung,Mid End,No,Yes,No,No,No,No,Pulsa,70.46000000000001,No,107.60981,-6.914744,5790.2
3219,65,Bandung,High End,No,Yes,No,No,No,Yes,Pulsa,117.84500000000001,No,107.60981,-6.914744,8265.4
3220,45,Bandung,Mid End,Yes,No,No,No,Yes,Yes,Debit,66.17,No,107.60981,-6.914744,5118.1
3221,42,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Pulsa,32.565000000000005,No,107.60981,-6.914744,4882.8
3222,8,Bandung,High End,No,No,No,No,No,No,Pulsa,97.30499999999999,No,107.60981,-6.914744,7168.2
3223,32,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.650000000000002,No,107.60981,-6.914744,4048.2000000000003
3224,22,Bandung,Mid End,Yes,Yes,No,Yes,No,No,Digital Wallet,82.615,No,107.60981,-6.914744,2776.8
3225,1,Bandung,Mid End,Yes,No,No,No,No,No,Pulsa,62.33500000000001,No,107.60981,-6.914744,6619.6
3226,1,Bandung,Mid End,No,No,No,No,No,No,Pulsa,58.5,No,107.60981,-6.914744,7369.7
3227,54,Bandung,High End,No,Yes,No,No,No,Yes,Pulsa,117.065,No,107.60981,-6.914744,6801.6
3228,4,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,32.89,No,107.60981,-6.914744,4950.400000000001
3229,56,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Pulsa,31.590000000000003,No,107.60981,-6.914744,6567.6
3230,45,Bandung,Mid End,Yes,No,Yes,No,Yes,Yes,Pulsa,98.73500000000001,No,107.60981,-6.914744,2840.5
3231,71,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,25.61,No,107.60981,-6.914744,7697.3
3232,59,Bandung,Mid End,Yes,Yes,Yes,No,Yes,No,Credit,86.32000000000001,No,107.60981,-6.914744,8361.6
3233,69,Bandung,Mid End,No,Yes,Yes,No,No,No,Debit,46.475,No,107.60981,-6.914744,5255.900000000001
3234,19,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,24.44,No,107.60981,-6.914744,3790.8
3235,55,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,25.22,No,107.60981,-6.914744,6975.8
3236,38,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25.090000000000003,No,107.60981,-6.914744,6116.5
3237,47,Bandung,Mid End,Yes,Yes,Yes,No,No,No,Credit,87.685,No,107.60981,-6.914744,5296.2
3238,46,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.130000000000003,No,107.60981,-6.914744,4409.6
3239,65,Bandung,Mid End,Yes,No,Yes,Yes,No,No,Credit,76.57000000000001,No,107.60981,-6.914744,7354.1
3240,71,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25.285,No,107.60981,-6.914744,7146.1
3241,52,Bandung,Mid End,No,Yes,Yes,Yes,Yes,No,Pulsa,65.65,No,107.60981,-6.914744,6740.5
3242,6,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,32.63,No,107.60981,-6.914744,6709.3
3243,26,Bandung,Mid End,No,No,Yes,No,No,Yes,Digital Wallet,78.91000000000001,No,107.60981,-6.914744,3252.6
3244,48,Bandung,High End,No,Yes,No,No,Yes,Yes,Pulsa,128.70000000000002,No,107.60981,-6.914744,3979.3
3245,64,Bandung,High End,Yes,No,No,Yes,Yes,Yes,Debit,135.72,No,107.60981,-6.914744,6672.900000000001
3246,1,Bandung,Mid End,No,No,No,No,No,No,Debit,57.265,No,107.60981,-6.914744,7702.5
3247,72,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,31.330000000000002,No,107.60981,-6.914744,5543.2
3248,1,Bandung,Mid End,No,No,No,No,No,No,Digital Wallet,59.214999999999996,No,107.60981,-6.914744,4124.900000000001
3249,51,Bandung,High End,Yes,Yes,No,No,No,Yes,Pulsa,121.94,No,107.60981,-6.914744,7094.1
3250,41,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,25.61,No,107.60981,-6.914744,3772.6
3251,72,Bandung,Mid End,Yes,Yes,Yes,No,Yes,No,Credit,91.84500000000001,No,107.60981,-6.914744,6728.8
