tenure_months,tenure_segmentation,location,device_class,games_product,music_product,education_product,video_product,any_digital_product,all_digital_product,total_digital_product_used,call_center,use_myapp,total_product_utilisation,payment_method,monthly_purchase_thou_idr_,cltv_predicted_thou_idr_,total_spending,net_cltv_total_spending
26,high,Jakarta,Mid End,No,Yes,No,No,1,0,1,Yes,No,2,Pulsa,78.06,2650.0,2030.0,621.0
1,low,Jakarta,Mid End,No,No,No,Yes,1,0,1,No,No,1,Pulsa,45.12,5820.0,45.12,5772.0
3,low,Jakarta,High End,No,No,No,No,0,0,0,No,Yes,1,Pulsa,110.9,6416.0,332.8,6080.0
66,high,Jakarta,High End,No,Yes,Yes,Yes,1,0,3,No,Yes,4,Credit,133.1,6096.0,8790.0,-2696.0
21,high,Jakarta,High End,Yes,No,Yes,Yes,1,0,3,No,Yes,4,Debit,135.8,7240.0,2850.0,4390.0
1,low,Jakarta,High End,No,No,Yes,Yes,1,0,2,No,Yes,3,Pulsa,129.6,5480.0,129.6,5348.0
4,medium,Jakarta,Mid End,No,No,Yes,Yes,1,0,2,Yes,Yes,4,Pulsa,96.75,4724.0,387.0,4336.0
9,medium,Jakarta,High End,Yes,No,No,No,1,0,1,No,No,1,Credit,96.5,7012.0,868.5,6144.0
1,low,Jakarta,Mid End,No,No,No,Yes,1,0,1,No,No,1,Pulsa,77.8,5224.0,77.8,5144.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,90.5,4468.0,90.5,4380.0
9,medium,Jakarta,Mid End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,59.03,6536.0,531.0,6004.0
1,low,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Digital Wallet,25.34,6776.0,25.34,6748.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,90.9,4350.0,90.9,4264.0
2,low,Jakarta,High End,No,Yes,No,Yes,1,0,2,No,No,2,Debit,113.3,5390.0,226.6,5170.0
3,low,Jakarta,High End,No,No,No,No,0,0,0,No,Yes,1,Debit,110.2,2618.0,330.5,2288.0
14,high,Jakarta,High End,No,No,No,Yes,1,0,1,Yes,No,2,Pulsa,116.94,7100.0,1637.0,5464.0
41,high,Jakarta,High End,Yes,Yes,Yes,Yes,1,1,4,No,Yes,5,Pulsa,147.1,4390.0,6030.0,-1640.0
13,high,Jakarta,High End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,117.6,7012.0,1529.0,5484.0
2,low,Jakarta,High End,No,No,No,Yes,1,0,1,No,No,1,Pulsa,102.7,6812.0,205.4,6604.0
18,high,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Debit,26.19,6412.0,471.5,5940.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,93.1,3090.0,93.1,2996.0
4,medium,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Digital Wallet,26.45,7780.0,105.8,7670.0
38,high,Jakarta,High End,No,Yes,Yes,No,1,0,2,Yes,No,3,Credit,109.5,3750.0,4160.0,-411.5
12,high,Jakarta,High End,No,No,No,No,0,0,0,No,Yes,1,Debit,101.5,6164.0,1218.0,4944.0
19,high,Jakarta,High End,No,No,Yes,No,1,0,1,No,Yes,2,Digital Wallet,116.56,3960.0,2214.0,1745.0
10,medium,Jakarta,High End,Yes,No,No,Yes,1,0,2,No,Yes,3,Pulsa,128.2,7228.0,1283.0,5948.0
1,low,Jakarta,High End,No,No,Yes,No,1,0,1,No,No,1,Pulsa,99.25,7296.0,99.25,7196.0
23,high,Jakarta,High End,No,Yes,No,No,1,0,1,No,No,1,Pulsa,102.9,6780.0,2366.0,4416.0
32,high,Jakarta,High End,No,No,No,No,0,0,0,No,Yes,1,Pulsa,110.5,5960.0,3536.0,2424.0
32,high,Bandung,High End,No,No,No,No,0,0,0,No,Yes,1,Pulsa,110.9,3526.0,3548.0,-22.88
31,high,Bandung,High End,No,No,No,Yes,1,0,1,No,No,1,Credit,112.5,5456.0,3488.0,1969.0
19,high,Bandung,High End,No,Yes,No,No,1,0,1,No,No,1,Credit,96.0,2926.0,1824.0,1102.0
57,high,Bandung,Mid End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,58.3,6724.0,3324.0,3400.0
1,low,Bandung,Mid End,No,No,No,No,0,0,0,No,No,0,Pulsa,58.62,5850.0,58.62,5790.0
24,high,Bandung,High End,No,No,No,Yes,1,0,1,Yes,Yes,3,Pulsa,124.8,3988.0,2996.0,993.0
1,low,Bandung,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Debit,26.06,6124.0,26.06,6096.0
65,high,Bandung,High End,Yes,No,Yes,Yes,1,0,3,Yes,Yes,5,Debit,141.2,7956.0,9180.0,-1225.0
10,medium,Bandung,Mid End,No,No,No,No,0,0,0,No,No,0,Pulsa,59.22,5330.0,592.0,4732.0
2,low,Bandung,Mid End,No,No,No,No,0,0,0,No,Yes,1,Pulsa,45.62,3436.0,91.25,3344.0
1,low,Bandung,Mid End,No,No,No,No,0,0,0,No,No,0,Credit,60.06,5416.0,60.06,5356.0
1,low,Bandung,Mid End,No,No,No,No,0,0,0,No,No,0,Pulsa,58.7,7576.0,58.7,7516.0
1,low,Bandung,Mid End,No,Yes,Yes,No,1,0,2,No,Yes,3,Pulsa,56.28,6464.0,56.28,6410.0
38,high,Bandung,Mid End,Yes,Yes,No,No,1,0,2,No,No,2,Credit,74.3,4044.0,2824.0,1220.0
19,high,Bandung,High End,Yes,No,No,No,1,0,1,No,No,1,Pulsa,95.2,6132.0,1808.0,4324.0
52,high,Bandung,High End,No,Yes,No,No,1,0,1,No,Yes,2,Pulsa,110.94,8320.0,5770.0,2552.0
1,low,Bandung,Mid End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,59.75,6356.0,59.75,6296.0
3,low,Bandung,High End,No,Yes,No,Yes,1,0,2,No,No,2,Pulsa,108.9,6308.0,326.5,5980.0
1,low,Bandung,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,91.06,3508.0,91.06,3418.0
2,low,Bandung,High End,No,No,No,No,0,0,0,No,Yes,1,Pulsa,111.8,5908.0,223.6,5690.0
35,high,Bandung,High End,Yes,Yes,No,Yes,1,0,3,Yes,No,4,Debit,130.6,6170.0,4572.0,1596.0
16,high,Bandung,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,94.44,3704.0,1511.0,2194.0
1,low,Bandung,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Pulsa,27.3,4880.0,27.3,4852.0
1,low,Bandung,Mid End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,58.62,3562.0,58.62,3504.0
30,high,Bandung,Mid End,No,Yes,No,No,1,0,1,No,No,1,Debit,65.5,6230.0,1966.0,4268.0
5,medium,Bandung,High End,No,No,No,No,0,0,0,No,Yes,1,Pulsa,102.6,5270.0,513.0,4756.0
56,high,Bandung,High End,No,Yes,No,No,1,0,1,Yes,Yes,3,Pulsa,122.8,6280.0,6876.0,-597.0
44,high,Bandung,High End,No,Yes,Yes,No,1,0,2,No,No,2,Debit,110.25,5196.0,4852.0,345.5
1,low,Bandung,Mid End,No,No,Yes,No,1,0,1,No,No,1,Digital Wallet,66.2,6644.0,66.2,6580.0
49,high,Bandung,High End,No,No,Yes,Yes,1,0,2,No,Yes,3,Pulsa,129.8,7916.0,6356.0,1557.0
47,high,Bandung,High End,No,No,Yes,Yes,1,0,2,Yes,Yes,4,Debit,139.5,4704.0,6560.0,-1853.0
31,high,Bandung,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Digital Wallet,25.42,3494.0,788.0,2706.0
3,low,Bandung,High End,Yes,Yes,No,No,1,0,2,No,No,2,Pulsa,102.8,6940.0,308.5,6630.0
8,medium,Bandung,Mid End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,33.16,7252.0,265.2,6988.0
2,low,Bandung,High End,No,No,No,No,0,0,0,No,Yes,1,Pulsa,105.0,2828.0,210.0,2618.0
65,high,Bandung,High End,No,Yes,No,Yes,1,0,2,No,No,2,Debit,119.4,7188.0,7760.0,-572.5
1,low,Bandung,High End,No,Yes,No,No,1,0,1,No,No,1,Pulsa,97.94,6868.0,97.94,6772.0
1,low,Bandung,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,98.06,7172.0,98.06,7076.0
24,high,Jakarta,Mid End,Yes,No,No,No,1,0,1,No,No,1,Debit,64.44,6508.0,1546.0,4960.0
69,high,Jakarta,Mid End,Yes,Yes,Yes,No,1,0,3,Yes,Yes,5,Credit,102.2,8100.0,7052.0,1049.0
7,medium,Jakarta,High End,No,No,No,Yes,1,0,1,No,No,1,Pulsa,105.44,4210.0,738.0,3472.0
11,medium,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,97.44,2658.0,1072.0,1585.0
1,low,Jakarta,High End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,121.6,7196.0,121.6,7076.0
58,high,Jakarta,High End,No,No,Yes,Yes,1,0,2,Yes,Yes,4,Credit,132.8,5740.0,7700.0,-1959.0
14,high,Jakarta,High End,No,Yes,No,No,1,0,1,No,Yes,2,Debit,118.2,6692.0,1654.0,5040.0
12,high,Jakarta,Mid End,No,Yes,No,No,1,0,1,No,No,1,Digital Wallet,37.97,4870.0,455.5,4416.0
25,high,Jakarta,High End,No,Yes,Yes,Yes,1,0,3,No,No,3,Debit,115.9,7610.0,2898.0,4710.0
58,high,Jakarta,High End,Yes,Yes,Yes,Yes,1,1,4,No,Yes,5,Pulsa,141.5,6160.0,8210.0,-2047.0
16,high,Jakarta,High End,No,No,No,Yes,1,0,1,No,No,1,Pulsa,110.2,6676.0,1763.0,4910.0
1,low,Jakarta,Mid End,No,No,No,No,0,0,0,No,No,0,Pulsa,59.4,4144.0,59.4,4084.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,90.94,4172.0,90.94,4080.0
2,low,Jakarta,Mid End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,57.97,7130.0,115.94,7012.0
23,high,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,97.44,7668.0,2242.0,5424.0
57,high,Jakarta,High End,No,No,Yes,Yes,1,0,2,No,Yes,3,Pulsa,123.8,7524.0,7060.0,467.8
24,high,Jakarta,High End,No,No,Yes,Yes,1,0,2,No,No,2,Digital Wallet,116.8,2664.0,2804.0,-138.4
49,high,Jakarta,High End,No,Yes,No,Yes,1,0,2,No,Yes,3,Digital Wallet,130.6,5504.0,6400.0,-893.0
5,medium,Jakarta,Mid End,No,No,No,No,0,0,0,No,No,0,Pulsa,61.28,3714.0,306.5,3408.0
2,low,Jakarta,High End,No,No,No,No,0,0,0,No,Yes,1,Pulsa,104.25,3100.0,208.5,2890.0
4,medium,Jakarta,High End,No,No,Yes,No,1,0,1,Yes,No,2,Digital Wallet,113.25,7264.0,453.0,6812.0
5,medium,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Debit,98.7,4576.0,493.2,4082.0
47,high,Jakarta,High End,Yes,Yes,Yes,Yes,1,1,4,No,No,4,Pulsa,128.4,6010.0,6030.0,-25.03
10,medium,Jakarta,High End,No,No,No,No,0,0,0,No,Yes,1,Pulsa,112.4,7410.0,1124.0,6284.0
1,low,Jakarta,Mid End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,58.88,3964.0,58.88,3904.0
67,high,Jakarta,High End,No,Yes,Yes,Yes,1,0,3,No,Yes,4,Pulsa,135.4,6316.0,9064.0,-2754.0
5,medium,Jakarta,High End,No,Yes,No,No,1,0,1,No,No,1,Pulsa,105.3,5572.0,526.5,5050.0
67,high,Jakarta,High End,Yes,Yes,No,No,1,0,2,No,Yes,3,Credit,117.75,5710.0,7892.0,-2180.0
15,high,Jakarta,High End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,114.6,3282.0,1719.0,1562.0
1,low,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Digital Wallet,26.27,5624.0,26.27,5596.0
26,high,Jakarta,High End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,118.06,3434.0,3070.0,364.2
22,high,Jakarta,High End,No,Yes,No,No,1,0,1,No,No,1,Pulsa,103.1,6132.0,2270.0,3864.0
21,high,Jakarta,High End,No,No,Yes,Yes,1,0,2,No,Yes,3,Debit,125.8,5612.0,2642.0,2970.0
47,high,Jakarta,High End,No,Yes,Yes,No,1,0,2,No,No,2,Debit,108.4,3270.0,5092.0,-1822.0
2,low,Jakarta,Mid End,No,No,No,No,0,0,0,No,No,0,Pulsa,64.25,6650.0,128.5,6520.0
22,high,Jakarta,Mid End,Yes,No,No,Yes,1,0,2,Yes,Yes,4,Pulsa,102.94,4430.0,2266.0,2168.0
7,medium,Jakarta,Mid End,No,No,Yes,No,1,0,1,No,No,1,Pulsa,63.3,3880.0,443.2,3436.0
1,low,Jakarta,High End,Yes,No,No,Yes,1,0,2,No,Yes,3,Pulsa,124.25,5320.0,124.25,5196.0
49,high,Jakarta,Mid End,Yes,Yes,No,No,1,0,2,No,No,2,Credit,77.7,7810.0,3806.0,4002.0
43,high,Jakarta,High End,Yes,Yes,No,Yes,1,0,3,Yes,Yes,5,Credit,140.6,3682.0,6044.0,-2362.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,92.75,3404.0,92.75,3312.0
1,low,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Digital Wallet,26.19,6420.0,26.19,6396.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Debit,90.7,3772.0,90.7,3680.0
32,high,Jakarta,High End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,121.2,6820.0,3878.0,2944.0
17,high,Jakarta,High End,No,No,No,Yes,1,0,1,No,No,1,Pulsa,105.1,6730.0,1787.0,4940.0
4,medium,Jakarta,Mid End,Yes,Yes,No,No,1,0,2,No,No,2,Pulsa,43.75,3332.0,175.0,3156.0
1,low,Jakarta,High End,No,No,No,Yes,1,0,1,No,No,1,Pulsa,103.94,6260.0,103.94,6156.0
1,low,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Pulsa,25.1,4210.0,25.1,4180.0
37,high,Jakarta,High End,Yes,No,Yes,No,1,0,2,Yes,Yes,4,Pulsa,129.0,4680.0,4772.0,-92.8
8,medium,Jakarta,High End,No,No,No,No,0,0,0,No,Yes,1,Credit,110.75,3754.0,886.0,2868.0
3,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,97.8,7668.0,293.5,7372.0
1,low,Jakarta,Mid End,No,No,Yes,No,1,0,1,No,No,1,Pulsa,70.6,5476.0,70.6,5404.0
5,medium,Jakarta,Mid End,No,No,No,No,0,0,0,No,No,0,Pulsa,32.44,7624.0,162.1,7464.0
40,high,Jakarta,Mid End,Yes,Yes,Yes,No,1,0,3,No,No,3,Pulsa,55.06,7050.0,2202.0,4850.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,97.9,4676.0,97.9,4576.0
51,high,Jakarta,High End,Yes,Yes,No,Yes,1,0,3,No,No,3,Pulsa,123.25,6596.0,6284.0,311.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,91.7,2790.0,91.7,2698.0
33,high,Jakarta,High End,No,No,No,No,0,0,0,No,Yes,1,Credit,112.0,4336.0,3696.0,641.0
30,high,Jakarta,High End,No,No,No,No,0,0,0,No,Yes,1,Pulsa,110.5,4810.0,3316.0,1492.0
2,low,Jakarta,High End,No,No,No,No,0,0,0,No,Yes,1,Pulsa,104.7,3712.0,209.4,3504.0
2,low,Jakarta,High End,No,No,Yes,No,1,0,1,No,No,1,Pulsa,98.56,6852.0,197.1,6652.0
29,high,Jakarta,High End,No,No,Yes,Yes,1,0,2,No,Yes,3,Pulsa,128.0,6680.0,3714.0,2964.0
13,high,Jakarta,High End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,123.8,3876.0,1610.0,2266.0
7,medium,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,96.75,6460.0,677.0,5784.0
30,high,Jakarta,High End,No,No,No,Yes,1,0,1,Yes,No,2,Pulsa,110.7,5744.0,3320.0,2422.0
2,low,Jakarta,High End,No,No,Yes,No,1,0,1,No,Yes,2,Pulsa,115.1,4790.0,230.2,4560.0
24,high,Jakarta,Mid End,Yes,No,No,No,1,0,1,No,No,1,Pulsa,71.2,7410.0,1708.0,5700.0
1,low,Jakarta,High End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,118.7,3082.0,118.7,2964.0
1,low,Jakarta,High End,No,No,No,Yes,1,0,1,No,No,1,Pulsa,103.4,5836.0,103.4,5732.0
7,medium,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,91.1,4770.0,638.0,4132.0
67,high,Jakarta,High End,Yes,Yes,Yes,Yes,1,1,4,No,Yes,5,Pulsa,144.8,5388.0,9700.0,-4304.0
57,high,Jakarta,High End,No,Yes,Yes,No,1,0,2,No,Yes,3,Debit,123.8,8136.0,7060.0,1079.0
7,medium,Jakarta,High End,No,No,Yes,Yes,1,0,2,No,No,2,Pulsa,112.1,4348.0,785.0,3562.0
1,low,Jakarta,High End,No,No,Yes,Yes,1,0,2,No,Yes,3,Pulsa,131.0,4066.0,131.0,3936.0
14,high,Jakarta,High End,No,Yes,No,No,1,0,1,No,Yes,2,Pulsa,112.2,4780.0,1571.0,3210.0
28,high,Jakarta,High End,No,Yes,No,No,1,0,1,No,Yes,2,Pulsa,116.94,3208.0,3274.0,-65.75
17,high,Jakarta,High End,No,Yes,No,No,1,0,1,No,No,1,Pulsa,99.4,4244.0,1690.0,2556.0
10,medium,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,91.0,4104.0,910.0,3192.0
34,high,Jakarta,Mid End,Yes,Yes,No,No,1,0,2,Yes,No,3,Digital Wallet,83.75,6744.0,2846.0,3900.0
1,low,Jakarta,High End,Yes,No,Yes,Yes,1,0,3,No,Yes,4,Pulsa,133.1,6256.0,133.1,6120.0
3,low,Jakarta,High End,No,No,Yes,No,1,0,1,Yes,No,2,Credit,104.1,5628.0,312.5,5316.0
2,low,Jakarta,High End,No,No,No,Yes,1,0,1,No,No,1,Pulsa,104.25,5696.0,208.5,5490.0
6,medium,Jakarta,High End,Yes,Yes,Yes,No,1,0,3,Yes,Yes,5,Debit,127.6,4652.0,765.5,3886.0
12,high,Jakarta,High End,No,Yes,Yes,Yes,1,0,3,Yes,Yes,5,Digital Wallet,146.9,5156.0,1762.0,3392.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,92.2,6160.0,92.2,6068.0
3,low,Jakarta,High End,No,No,Yes,Yes,1,0,2,No,No,2,Pulsa,112.9,4628.0,338.8,4292.0
23,high,Jakarta,High End,Yes,No,No,Yes,1,0,2,Yes,Yes,4,Pulsa,129.8,4452.0,2986.0,1467.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,96.9,7220.0,96.9,7124.0
65,high,Jakarta,High End,No,Yes,Yes,Yes,1,0,3,Yes,Yes,5,Pulsa,141.9,7800.0,9224.0,-1422.0
16,high,Jakarta,Mid End,No,No,Yes,No,1,0,1,No,Yes,2,Credit,84.75,6140.0,1356.0,4784.0
66,high,Jakarta,High End,No,No,Yes,Yes,1,0,2,No,Yes,3,Credit,129.4,5824.0,8536.0,-2714.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,93.0,7460.0,93.0,7370.0
53,high,Jakarta,High End,Yes,No,Yes,No,1,0,2,No,Yes,3,Pulsa,122.06,7204.0,6468.0,736.0
69,high,Jakarta,High End,No,Yes,Yes,Yes,1,0,3,Yes,Yes,5,Debit,140.9,6120.0,9720.0,-3604.0
13,high,Jakarta,Mid End,No,No,Yes,Yes,1,0,2,No,Yes,3,Debit,63.38,3452.0,824.0,2628.0
4,medium,Jakarta,High End,No,No,No,Yes,1,0,1,No,No,1,Pulsa,111.4,4188.0,445.5,3744.0
12,high,Jakarta,High End,No,Yes,Yes,Yes,1,0,3,No,Yes,4,Pulsa,138.8,3128.0,1665.0,1463.0
1,low,Jakarta,Mid End,No,No,No,No,0,0,0,No,No,0,Pulsa,32.7,7000.0,32.7,6970.0
54,high,Jakarta,High End,No,Yes,Yes,Yes,1,0,3,Yes,Yes,5,Pulsa,143.5,8044.0,7748.0,299.2
48,high,Jakarta,High End,Yes,Yes,No,Yes,1,0,3,No,Yes,4,Credit,134.2,6156.0,6444.0,-286.0
2,low,Jakarta,Mid End,Yes,No,No,No,1,0,1,No,No,1,Pulsa,62.12,5376.0,124.25,5250.0
29,high,Jakarta,High End,No,No,Yes,Yes,1,0,2,No,Yes,3,Credit,128.1,6690.0,3718.0,2970.0
15,high,Jakarta,High End,No,No,Yes,No,1,0,1,Yes,No,2,Pulsa,107.94,3374.0,1619.0,1755.0
17,high,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Debit,91.5,5810.0,1556.0,4252.0
56,high,Jakarta,High End,No,Yes,Yes,Yes,1,0,3,No,Yes,4,Debit,136.1,7290.0,7624.0,-339.2
21,high,Jakarta,High End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,122.5,6264.0,2574.0,3692.0
1,low,Jakarta,Mid End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,59.75,5932.0,59.75,5870.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,91.2,3672.0,91.2,3582.0
1,low,Jakarta,High End,No,No,Yes,Yes,1,0,2,No,No,2,Credit,111.2,5156.0,111.2,5044.0
35,high,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,91.4,7036.0,3198.0,3838.0
32,high,Jakarta,High End,No,Yes,Yes,Yes,1,0,3,No,Yes,4,Debit,138.2,5348.0,4424.0,922.5
33,high,Jakarta,High End,Yes,No,Yes,Yes,1,0,3,No,Yes,4,Digital Wallet,134.8,5800.0,4450.0,1351.0
1,low,Jakarta,High End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,114.9,5532.0,114.9,5416.0
8,medium,Jakarta,High End,No,No,Yes,Yes,1,0,2,No,Yes,3,Pulsa,122.44,3820.0,979.5,2842.0
5,medium,Jakarta,High End,No,Yes,No,Yes,1,0,2,No,Yes,3,Pulsa,125.1,6572.0,625.5,5948.0
2,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,91.94,5930.0,183.9,5744.0
42,high,Jakarta,Mid End,No,Yes,No,No,1,0,1,Yes,No,2,Digital Wallet,43.62,2658.0,1832.0,825.5
40,high,Jakarta,High End,No,No,No,Yes,1,0,1,No,Yes,2,Credit,122.94,7380.0,4916.0,2462.0
57,high,Jakarta,High End,Yes,Yes,Yes,Yes,1,1,4,No,Yes,5,Debit,146.9,6160.0,8370.0,-2210.0
1,low,Jakarta,Mid End,No,No,No,No,0,0,0,No,Yes,1,Pulsa,46.66,6172.0,46.66,6124.0
38,high,Jakarta,High End,No,No,Yes,Yes,1,0,2,No,Yes,3,Debit,129.0,6856.0,4904.0,1953.0
2,low,Jakarta,Mid End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,31.78,7244.0,63.56,7180.0
8,medium,Jakarta,High End,Yes,No,No,Yes,1,0,2,Yes,Yes,4,Debit,134.4,3072.0,1075.0,1997.0
7,medium,Jakarta,High End,No,No,No,Yes,1,0,1,No,No,1,Pulsa,110.25,2620.0,771.5,1848.0
31,high,Jakarta,High End,No,Yes,No,Yes,1,0,2,No,Yes,3,Pulsa,129.9,6972.0,4028.0,2942.0
18,high,Jakarta,High End,No,Yes,No,Yes,1,0,2,No,No,2,Credit,117.0,3520.0,2106.0,1414.0
14,high,Jakarta,High End,No,Yes,Yes,Yes,1,0,3,No,Yes,4,Pulsa,136.2,2980.0,1908.0,1071.0
28,high,Jakarta,High End,Yes,Yes,No,Yes,1,0,3,No,Yes,4,Pulsa,137.9,4900.0,3862.0,1039.0
15,high,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Credit,96.44,5920.0,1447.0,4470.0
5,medium,Jakarta,High End,No,Yes,No,No,1,0,1,Yes,Yes,3,Pulsa,116.1,5960.0,581.0,5380.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,100.3,3582.0,100.3,3482.0
1,low,Jakarta,Mid End,No,No,No,No,0,0,0,No,Yes,1,Debit,45.8,3312.0,45.8,3266.0
4,medium,Jakarta,Mid End,No,Yes,No,Yes,1,0,2,No,Yes,3,Pulsa,63.12,5140.0,252.5,4890.0
53,high,Jakarta,High End,No,Yes,No,Yes,1,0,2,No,Yes,3,Credit,127.94,8424.0,6780.0,1646.0
59,high,Jakarta,High End,No,No,No,Yes,1,0,1,No,Yes,2,Debit,122.0,7010.0,7200.0,-191.2
46,high,Jakarta,High End,Yes,Yes,Yes,Yes,1,1,4,No,No,4,Pulsa,130.9,7424.0,6020.0,1404.0
14,high,Jakarta,High End,No,No,Yes,No,1,0,1,No,No,1,Pulsa,104.56,5400.0,1464.0,3938.0
31,high,Jakarta,Mid End,No,No,Yes,No,1,0,1,Yes,No,2,Pulsa,71.8,3812.0,2226.0,1586.0
13,high,Jakarta,Mid End,Yes,No,No,Yes,1,0,2,Yes,Yes,4,Pulsa,70.8,6776.0,920.0,5856.0
35,high,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Credit,97.94,3620.0,3428.0,192.1
2,low,Jakarta,High End,Yes,No,No,No,1,0,1,No,No,1,Pulsa,98.44,6080.0,196.9,5880.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,96.5,6176.0,96.5,6080.0
25,high,Jakarta,High End,No,Yes,No,No,1,0,1,No,Yes,2,Pulsa,116.6,5300.0,2916.0,2386.0
16,high,Jakarta,High End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,125.3,3494.0,2005.0,1489.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Debit,90.4,4256.0,90.4,4164.0
36,high,Jakarta,High End,No,No,No,No,0,0,0,No,Yes,1,Credit,110.8,3954.0,3990.0,-36.4
1,low,Bandung,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Digital Wallet,25.22,5396.0,25.22,5372.0
9,medium,Bandung,High End,No,No,No,No,0,0,0,No,Yes,1,Pulsa,108.3,4576.0,974.5,3602.0
8,medium,Bandung,High End,No,No,No,Yes,1,0,1,No,No,1,Debit,104.1,6590.0,833.0,5760.0
45,high,Bandung,Mid End,Yes,No,Yes,No,1,0,2,No,Yes,3,Credit,81.5,3450.0,3668.0,-217.8
25,high,Bandung,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Debit,32.88,4910.0,822.0,4090.0
13,high,Bandung,High End,Yes,No,No,Yes,1,0,2,No,Yes,3,Digital Wallet,127.6,7184.0,1659.0,5524.0
46,high,Bandung,High End,Yes,Yes,No,No,1,0,2,No,Yes,3,Pulsa,121.8,4390.0,5604.0,-1212.0
25,high,Bandung,High End,No,Yes,Yes,Yes,1,0,3,No,Yes,4,Digital Wallet,137.8,5570.0,3444.0,2124.0
18,high,Bandung,Mid End,No,No,Yes,Yes,1,0,2,Yes,Yes,4,Credit,106.6,4296.0,1919.0,2380.0
60,high,Bandung,High End,No,Yes,Yes,Yes,1,0,3,No,No,3,Pulsa,124.5,5370.0,7468.0,-2100.0
